StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q237_First Click,Q237_Last Click,Q237_Page Submit,Q237_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q235,Q224,Q240,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,reasons,beliefs,P1_CHOICE,P1_ID,attention_check,Q_DataPolicyViolations
2026-04-21 14:28:42,2026-04-21 14:33:39,IP Address,,100,297,True,2026-04-21 14:33:39,R_71uU22ecESaX5vC,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.89,0,0,0,2.008,0,Reject,I do not want to receive 0.,Accept,0,,69c5f22efa61a820d06306a1,69e789929fd822c89c705150,69e77a006a79977a2df1e51b,,,I do not want to receive 0.,,12,665f4a8236d81b9f154a1b08,1,
2026-04-21 14:28:17,2026-04-21 14:33:57,IP Address,,100,339,True,2026-04-21 14:33:57,R_1xcP5FiVz4V4XyV,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.421,0,0,0,2.011,0,Reject,I would think the amount should be shared and not go to just one of us. ,Accept,0,,5fc50bb38378c80ac88354ef,69e789697e8e2968eebb4589,69e77a006a79977a2df1e51b,,,I would think the amount should be shared and not go to just one of us. ,,12,5eb15429b3b24804a0bbd6c3,1,
2026-04-21 14:33:28,2026-04-21 14:33:57,IP Address,,100,29,True,2026-04-21 14:33:58,R_8CJVw5fPX2zkyMc,,,,,,,anonymous,EN,,,Not interested at all,,,,,,,,,,,,,,,,0,,69e6c62417c5018160eef27d,69e78aaebd6969cdae6b1504,69e77a006a79977a2df1e51b,,,,,,,0,
2026-04-21 14:31:31,2026-04-21 14:34:10,IP Address,,100,158,True,2026-04-21 14:34:10,R_3FUNdIwzAU9P1FD,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.484,0,0,0,2.006,0,Reject,Because it should be more evenly split or closer to being equal,Accept,0,,697e34dfaf9853ccb87a4d10,69e78a396927e018a13df87e,69e77a006a79977a2df1e51b,,,Because it should be more evenly split or closer to being equal,,8.5,69a2131c23b25c6540611600,1,
2026-04-21 14:33:59,2026-04-21 14:34:26,IP Address,,100,27,True,2026-04-21 14:34:26,R_8OGMH338mG3XvRA,,,,,,,anonymous,EN,,,,I've never heard of it,,,,,,,,,,,,,,,0,,6595728299af962baf109b66,69e78a77a7e0056391e1f1f3,69e77a006a79977a2df1e51b,,,,,,,0,
2026-04-21 14:32:18,2026-04-21 14:34:34,IP Address,,100,136,True,2026-04-21 14:34:35,R_5ly5nc6hpa50sbZ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.057,0,0,0,2.106,0,Accept,It seems like a fair split to have it be $6 each. I don't see the point of rejecting it since we are both benefiting.,Accept,0,,627abdafed7edf12faf2e852,69e78a6a4164ab1c8d113bc2,69e77a006a79977a2df1e51b,,,It seems like a fair split to have it be $6 each. I don't see the point of rejecting it since we are both benefiting.,,6,69a6494d5f70a383c622d58d,1,
2026-04-21 14:31:24,2026-04-21 14:34:39,IP Address,,100,195,True,2026-04-21 14:34:39,R_3SDKuPjPAWo8cIV,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.174,0,0,0,2.127,0,Accept,The price seemed like a good deal. ,Accept,0,,6998f995e8c98005554cee72,69e78a1f0bfcdb9ce1dc5287,69e77a006a79977a2df1e51b,,,The price seemed like a good deal. ,,3,69b9e5ea3125135088af893c,1,
2026-04-21 14:31:43,2026-04-21 14:34:47,IP Address,,100,183,True,2026-04-21 14:34:47,R_1YgCbDkRf2d6CN0,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.356,0,0,0,2.006,0,Reject,"I'm getting $0 either way, so I might as well reject the offer to enforce a sense of fairness.",Accept,0,,6644b750f83b1ad48d9ce14f,69e78a453b8ae37b8d57b77e,69e77a006a79977a2df1e51b,,,"I'm getting $0 either way, so I might as well reject the offer to enforce a sense of fairness.",,12,5eeca646c673fd04bba4d409,1,
2026-04-21 14:31:05,2026-04-21 14:35:13,IP Address,,100,248,True,2026-04-21 14:35:14,R_3Q3YvyDAM7uQZYO,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.723,0,0,0,2.011,0,Reject,I didn’t think the price was fair. ,Accept,0,,6316972ef4d8ad8f45a16d7f,69e78a222aba0fde77d853d3,69e77a006a79977a2df1e51b,,,I didn’t think the price was fair. ,,6,665762fdab6df18f5032505b,1,
2026-04-21 14:32:00,2026-04-21 14:35:28,IP Address,,100,208,True,2026-04-21 14:35:28,R_39obBmCTBWafNNn,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.196,0,0,0,2.009,0,Reject,because they get $10 and I get $2,Reject,1,,694ef061746e1d10b05f0ca1,69e78a52be481f0582ab5695,69e77a006a79977a2df1e51b,,,because they get $10 and I get $2,,10,5e614c386ee9b3017b83e4bc,1,
2026-04-21 14:35:12,2026-04-21 14:35:55,IP Address,,100,42,True,2026-04-21 14:35:55,R_6xLS0pACb84lBKn,,,,,,,anonymous,EN,,A bit interested,,,,,,,,,,,,,,,,,0,,66f6809e993e61a7f514bdf1,69e78b1a2211bb22e9753bfc,69e77a006a79977a2df1e51b,,,,,,,0,
2026-04-21 14:33:05,2026-04-21 14:36:29,IP Address,,100,203,True,2026-04-21 14:36:30,R_7D55MM7d8kyw22f,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.147,0,0,0,2.108,0,Accept,Getting twice as much as the data provider seems like a great deal,Accept,0,,66293d4d723f515e219cdfb9,69e78a9bd16d76acf6afe421,69e77a006a79977a2df1e51b,,,Getting twice as much as the data provider seems like a great deal,,4,69441b9a2092ca9fc2c00d18,1,
2026-04-21 14:32:37,2026-04-21 14:36:38,IP Address,,100,240,True,2026-04-21 14:36:38,R_7MX6POJkZibwRFv,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.276,0,0,0,2.01,0,Reject,its not fair that he would get $12 and i would get $0,Accept,1,,5e1a77ef2beefd2e4e4e0b5a,69e78a7b6d1f1711ad473e6f,69e77a006a79977a2df1e51b,,,its not fair that he would get $12 and i would get $0,,12,69b2f88353d348d7b5d823f2,1,
2026-04-21 14:31:54,2026-04-21 14:36:45,IP Address,,100,290,True,2026-04-21 14:36:45,R_8j9vCXepq1mlnA7,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.123,0,0,0,2.119,0,Reject,i would not have made anything on the deal  so pointless for me,Accept,0,,5c48764dff09720001a80abd,69e78a4aad24f3666b4509a7,69e77a006a79977a2df1e51b,,,i would not have made anything on the deal  so pointless for me,,12,67cc07bc0e3fd6e0b912d13a,1,
2026-04-21 14:34:14,2026-04-21 14:37:31,IP Address,,100,197,True,2026-04-21 14:37:32,R_8FFH5v7C5dgxEUB,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.729,0,0,0,2.008,0,Accept,I accepted this offer as I will get to keep a large chunk of the money. If the data provider is happy to offer that then I don't feel bad accepting. ,Accept,0,,5b905d5d2f789f00011c4cc2,69e78adcab81014832713ac4,69e77a006a79977a2df1e51b,,,I accepted this offer as I will get to keep a large chunk of the money. If the data provider is happy to offer that then I don't feel bad accepting. ,,1.5,697b9801b734630bc5a85b73,1,
2026-04-21 14:31:29,2026-04-21 14:38:05,IP Address,,100,395,True,2026-04-21 14:38:05,R_2Vlm23of2U0zEZ2,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.759,0,0,0,2.115,0,Reject,I get absolutely nothing out of this money wise so therefore can not accept the offer at all.,Accept,0,,60e0dc6be0772b7dfdad9b2c,69e78a3a942e2a26e2df1e4a,69e77a006a79977a2df1e51b,,,I get absolutely nothing out of this money wise so therefore can not accept the offer at all.,,12,69dd001a0e5d5939d5cdbd18,1,
2026-04-21 14:34:58,2026-04-21 14:38:12,IP Address,,100,194,True,2026-04-21 14:38:12,R_2nFOkWBtmRIrNmN,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.921,0,0,0,2.117,0,Accept,If I do not accept neither of us gets any money. ,Accept,0,,5744045f2171b9000e3c0933,69e789eb8d0165217b7d0ad2,69e77a006a79977a2df1e51b,,,If I do not accept neither of us gets any money. ,,6,6239fa1b808d162efbd59d11,1,
2026-04-21 14:35:23,2026-04-21 14:38:13,IP Address,,100,169,True,2026-04-21 14:38:14,R_5YBoUVklbGG7Jmx,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.604,0,0,0,2.016,0,Accept,because this way we both profit versus potentially neither receiving any money,Accept,1,,66b8bbd16116be3e746a122b,69e78b22dabd60ad3f6e3030,69e77a006a79977a2df1e51b,,,because this way we both profit versus potentially neither receiving any money,,5,669c5685010cd2159e2024b1,1,
2026-04-21 14:36:30,2026-04-21 14:38:57,IP Address,,100,146,True,2026-04-21 14:38:57,R_8N85xKMYOXOo4sy,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.102,0,0,0,2.129,0,Reject,It was a small amount in comparison to what was at stake,Accept,1,,6101eeecbfd86b113fe98d3b,69e78b65e4b77610e84ec9e6,69e77a006a79977a2df1e51b,,,It was a small amount in comparison to what was at stake,,11,69b97a59d8d8c06c681dee2f,1,
2026-04-21 14:37:00,2026-04-21 14:39:21,IP Address,,100,141,True,2026-04-21 14:39:22,R_3igQR5MP0gYzGQF,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..is irrelevant for the final payment,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,1,,695f9e4ae17689c166528ffe,69e78b862eba16fab619e113,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 14:35:43,2026-04-21 14:39:29,IP Address,,100,226,True,2026-04-21 14:39:29,R_754B0MVnTENQT05,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..is irrelevant for final payment,,,,,,,,,,,,1,,674de820474386d17e2044df,69e78b372b0ca7ed31fcc404,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 14:29:50,2026-04-21 14:39:52,IP Address,,100,601,True,2026-04-21 14:39:52,R_3NxAEutgUCSUpwa,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.481,0,0,0,2.013,0,Accept,I accepted because $0.50 is better than receiving $0 if I rejected it as the broker. ,Accept,0,,69a5e6f586d61f0e699b64b5,69e788ff2edb928b12b761a7,69e77a006a79977a2df1e51b,,,I accepted because $0.50 is better than receiving $0 if I rejected it as the broker. ,,11.5,67264e19c8c6459f464e1be6,1,
2026-04-21 14:38:28,2026-04-21 14:41:18,IP Address,,100,169,True,2026-04-21 14:41:19,R_8sO325Pt8TjphCh,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.072,0,0,0,2.006,0,Accept,"because i didn't put alot of effort into getting the money, and im a generous person :)",Accept,1,,69e69a5d35fbdf493b45b61d,69e78bddc5a79cbaacb6099c,69e77a006a79977a2df1e51b,,,"because i didn't put alot of effort into getting the money, and im a generous person :)",,11.5,67264e19c8c6459f464e1be6,1,
2026-04-21 14:38:04,2026-04-21 14:41:44,IP Address,,100,219,True,2026-04-21 14:41:44,R_1DEADTVkqnYiiD7,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.459,0,0,0,2.007,0,Accept,"There was a possible $12 to be split evenly between the two of us, if a bid of $6 was entered. With a much lower bid put forth, I stand to profit $10.5 just for accepting the proposal, versus a guaranteed $0 if I denied it.

At the end of the day, a bonus payment is only possible if I accept, since rejecting it guarantees no bonus payment. I'll take a 10% chance at some non-zero bonus over a 100% chance of $0 every day of the week!",Accept,0,,69b1d62a5706a668e9b19209,69e78bc524d1e5c8124f6b7c,69e77a006a79977a2df1e51b,,,,,1.5,6960460e4d19c86168af9ee7,1,
2026-04-21 14:37:57,2026-04-21 14:42:06,IP Address,,100,248,True,2026-04-21 14:42:07,R_5SocoQ9JoPLnr8F,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.709,0,0,0,2.031,0,Reject,the potential for a 25% pprofit isnt significant enough for me to make the deal.,,1,,65b1410c1261df545da74073,69e78bb74dd4d78b159fcda6,69e77a006a79977a2df1e51b,,,the potential for a 25% pprofit isnt significant enough for me to make the deal.,,8,69e0210eb1286a5c6745a783,1,
2026-04-21 14:36:49,2026-04-21 14:42:16,IP Address,,100,326,True,2026-04-21 14:42:16,R_5Cfy7ODujnkKq3r,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.093,0,0,0,2.022,0,Reject,I deserve to get something as well. ,Reject,0,,65d31bc0e3f907e4ffc0693a,69e78b7149602212251e7204,69e77a006a79977a2df1e51b,,,I deserve to get something as well. ,,12,611115eb23d02f639a39f61e,1,
2026-04-21 14:38:58,2026-04-21 14:42:18,IP Address,,100,200,True,2026-04-21 14:42:18,R_2TbH6GWahtWzapP,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.723,0,0,0,2.005,0,Accept,If I rejectcted I would get a bonus of 0 so made sense to accept the offer,Accept,0,,626285ad898d0ce84c5e1184,69e78bfb069fcab31ce85d8c,69e77a006a79977a2df1e51b,,,If I rejectcted I would get a bonus of 0 so made sense to accept the offer,,10.5,69c673f02b1373161a8f05cf,1,
