"classification_id","memory"
"WCLS00520","A more affordable world with less greed."
"WCLS00521","A mother splitting her last 12$ with her son going to school"
"WCLS00522","A mutually beneficial relationship."
"WCLS00523","A nearly full lunch meal in some parts of the world."
"WCLS00524","A negative situation."
"WCLS00525","A neighbour expressed an interest in a baby item I had listed for sale in a local Facebook group. I know money was tight for them, so I gave it to them half price."
"WCLS00526","A neighbour is kind - but very wealthy. I thank them for a small deed of kindness - but thy get no money, it wouldn't be fair."
"WCLS00527","a netflix subscription"
"WCLS00528","A new product which isn't changing price anytime soon"
"WCLS00529","A nice big tip to a server"
"WCLS00530","A nice charitable donation."
"WCLS00531","a nice compromise for the seller and reseller"
"WCLS00532","A nice gesture to help someone out when they have nothing."
"WCLS00533","A nice gesture."
"WCLS00534","A nice healthy way to achieve a profit. I should imagine most businesses operate in this way - lower their costs in order to sell on for more."
"WCLS00535","A non transaction."
"WCLS00536","A non-for profit charging things at cost price"
"WCLS00537","A non-profit making organisation requests information."
"WCLS00538","A non-profit, dontating a large percentage of their income, but keeping some percentage to pay staff salaries."
"WCLS00539","a normal day at the office I suppose"
"WCLS00540","A normal day of working and not spending anything"
"WCLS00541","a normal day where nothing exciting happens"
"WCLS00542","A normal every day surrounded by my family with nothing extra going on that doesnt usually happen"
"WCLS00543","A normal situation where a broker would take a small proportion of the reward."
"WCLS00544","A normal, everyday shopping experience"
"WCLS00545","A one off offer to a loyal customer"
"WCLS00546","a packet of crisps to keep energy up"
"WCLS00547","A pair of jeans vintage classic and well worn"
"WCLS00548","A pair of shoes being sold on Posh Mark"
"WCLS00549","A parent bequeathing to their children"
"WCLS00550","A parent dividing things fairly"
"WCLS00551","A parent feeling loving and giving the majority to those they love"
"WCLS00552","A parent giving a larger portion of their resources to a child in immediate need."
"WCLS00553","A parent giving most of their money to their child so that they succeed, prioritising the child's needs over their own."
"WCLS00554","A parent giving up part of their wealth to help a child, as in the give up a reasonably large amount but still keep the majority"
"WCLS00555","A parent makes a will and gives less to one child, the one with the money acknowledges the unfairness but in their head will do sometjing but not all they could to mend the disparity"
"WCLS00556","A parent makes a will and only give to one of their two children. The one with the money is selfish."
"WCLS00557","a pay decrease at work"
"WCLS00558","a payoff on a bet"
"WCLS00559","a people pleaser"
"WCLS00560","A percentage off in a sale"
"WCLS00561","A person accepts an unequal allocation without actively changing it"
"WCLS00562","A person being generous and leaving me with the larger half of a chocolate bar that we were going to split."
"WCLS00563","A person chooses a middle-ground gesture of fairness or goodwill without fully equalizing things."
"WCLS00564","A person gives a large sum to someone in greater need."
"WCLS00565","A person giving a little money to a homeless person"
"WCLS00566","A person giving their friend a coupon"
"WCLS00567","A person in the grocery store in front of me in the check out line needed an additional $6 to pay for all her groceries because she was short that amount, so I gave her the money."
"WCLS00568","A person may want to undercut a competitor."
"WCLS00569","A person selling medicine that is needed so knows its worth"
"WCLS00570","A person sharing their winnings from a game to the participant because their friends"
"WCLS00571","A person who choose not to donate to anything."
"WCLS00572","A person who is too kind and generous and easily taken advantage of. Like becoming rich and famous and then your friends always asking you for favours."
"WCLS00573","A person who needs this amount or paying for something of enjoyment i would like to give them."
"WCLS00574","A person wins a $12 lottery ticket that they bought on their own and decides to keep all the winnings without sharing"
"WCLS00575","A piece of clothing at an off-the-rack store."
"WCLS00576","a pleasent day at the races"
"WCLS00577","A pointless exercise."
"WCLS00578","A pointless, boring conversation from someone with no personality."
"WCLS00579","A politician who gets to the office through bribery, only for them to take back their monies from the offices they gave too much to attain. Happens mostly in 3rd worlds."
"WCLS00580","A popular item that remains a constant in value and demand so price rarely fluctuates."
"WCLS00581","A positive incentive if demand has been slightly falling"
"WCLS00582","a postive thing, its not much only $4 but i think this is better than giving a negative amount or zero."
"WCLS00583","A practical joke"
"WCLS00584","A pre-decided exchange where both sides do not change the terms and prices at all."
"WCLS00585","A price being agreed and then payer decides not to give the full amount to the person being paid."
"WCLS00586","A price change in -$6 reminds me of getting a discount at the store off of slect meats that usually range from -10 to -6 on select cuts."
"WCLS00587","A price change of $0 would most likely be for gas."
"WCLS00588","A price decrease on Black Friday as a sale."
"WCLS00589","A price rise due to inflation"
"WCLS00590","a price rise in a supermarket."
"WCLS00591","a price rise that would make me stop and reconsider my purchase"
"WCLS00592","A price you may find from shopping around"
"WCLS00593","A prices of $0 is like going for a walk."
"WCLS00594","a prize split equally"
"WCLS00595","A producer giving a moderate discount to a regular customer for a bulk purchase."
"WCLS00596","a product in a shop that maintains its value and never changes"
"WCLS00597","A product not being on offer"
"WCLS00598","A profiteering organisation taking all of the profit without any social responsibility"
"WCLS00599","A project where I am the leader that sets everything up and they are the employee who comes in later in the process."
"WCLS00600","a promo from retailer"
"WCLS00601","a promotion in a shop to encourage poor sales on an item that isnt performing well"
"WCLS00602","A promotion on offer."
"WCLS00603","A proportionate discount"
"WCLS00604","a rainy day and you have forgotten your trusty umbrella."
"WCLS00605","A random person I did not know where I wanted to ensure they had a positive experience"
"WCLS00606","a rare act of selflessness i rarely see lately"
"WCLS00607","A real life business trying to make money but not overcharge,"
"WCLS00608","A real world situation that is similar is donating to charity. The participant didn't ask or request for the $2. They also didn't provide any service or work for the money, so it would be similar to donating without expecting anything in return."
"WCLS00609","A real world situation that is similar to me sending $0 to the other participant is playing the lottery. For example if the other participant chooses to send money in hopes they would be receiving money from my transfer in return, is similar to paying money into a lottery in hopes to be rewarded."
"WCLS00610","A reasonable request from a friend"
"WCLS00611","A reasonable request from a friend."
"WCLS00612","A reduced item about to go past its best"
"WCLS00613","A reduction in price."
"WCLS00614","A reduction in the price of an item that is nearing its sell by date."
"WCLS00615","a reduction of $2 from the price of $8 or 25% reduction in sale price"
"WCLS00616","a reduction of $4 from the price of $8 or 50% reduction in sale price"
"WCLS00617","A reduction of a half of the original price"
"WCLS00618","A reduction of a third of the original offer"
"WCLS00619","A reduction of a third of the original price"
"WCLS00620","A reduction of teo thirds of the original price"
"WCLS00621","A reduction of two thirds of the original offer"
"WCLS00622","A REDUCTION ON A PRODUCT LIKE A COURSE BECAUSE IT IS DOWN BY 30%"
"WCLS00623","A refund from a vendor who has overcharged me, or is trying to resolve poor service"
"WCLS00624","a regular day in shop is what i imagine in this scenario"
"WCLS00625","a reliable car that is consistent and you never have to worry about"
"WCLS00626","a representation of how much of a workers wage realistically goes to taxes, (inc national insurance, council tax VAT, road tax, pension, insurance; car, home, personal)"
"WCLS00627","a representation of the amount of time a workers life will be sacrificed to their job/career"
"WCLS00628","a request for a charitable donation"
"WCLS00629","a resonable deal for us"
"WCLS00630","A restaurant offering a 2 for 1 lunch deal"
"WCLS00631","a retail worker"
"WCLS00632","a retailer using the MSRP"
"WCLS00633","A reward or bonus being given"
"WCLS00634","A rich country which gives nothing to poorer countries"
"WCLS00635","a rich person giving a tiny percentage of their earnings to charity"
