"classification_id","memory"
"WCLS04712","I find this similar to buying gas or groceries. You can't negotiate the price, yet the items are necessities."
"WCLS04713","I find this similar to buying myself a double drink at the bar and buying my friend a single measurement. Although its kind, its still not even."
"WCLS04714","I find this similar to buying something in the store."
"WCLS04715","I find this similar to buying something off of eBay or etsy, where there are some additional fees for a website to be hosting a sale transaction between a creator and a customer, but the creator is still receiving a primary share of their sale."
"WCLS04716","I find this similar to buying them a cup of coffee."
"WCLS04717","I find this similar to buying them a soft drink in the supermarket."
"WCLS04718","i find this similar to buying two drinks in a pub"
"WCLS04719","I find this similar to charity."
"WCLS04720","I find this similar to choosing how much to split between my child and myself."
"WCLS04721","I find this similar to choosing how to split a sum from my mother between my brother and me."
"WCLS04722","I find this similar to conceding to an offer to reduce a price a little"
"WCLS04723","I find this similar to deals that supermarkets offer, where they often knock 60% of the price for items that they need to get rid of due to expiry dates etc,"
"WCLS04724","I find this similar to deciding to keep money to myself for instance if someone I don't feel obligated to asks for money (e.g. a stranger) and I either feel a negative energy from the person or would rather keep the money to myself."
"WCLS04725","I find this similar to decline in the value of a stock price"
"WCLS04726","I find this similar to direct to consumer (DTC) selling, thus eliminating the need for a broker/reseller."
"WCLS04727","I find this similar to discounting an item that I am selling. Its the probably the largest percentage discount I would offer."
"WCLS04728","I find this similar to discounts offered by a store and then that discounted item bought by a customer. This amount may relate to personally knowing the customer so giving them a friendly discount."
"WCLS04729","I find this similar to discovering that I am working a minumum wage job with other people who are being paid less than I am for doing the same job, simply because of their age."
"WCLS04730","I find this similar to doing freelance work to a family friend, giving a discount for services rendered."
"WCLS04731","I find this similar to doing nothing"
"WCLS04732","I find this similar to donating money to someone in need."
"WCLS04733","I find this similar to donating to a charity"
"WCLS04734","I find this similar to donating to charity. Giving a little bit of what I have to help others who don't have as much."
"WCLS04735","I find this similar to dropping a small amount of change when out and about, I'd be a little annoyed."
"WCLS04736","I find this similar to equal rights and that it would be fair for both to split equally."
"WCLS04737","I find this similar to experiences I've had in the past where I needed help, and there was someone who could have helped me and didn't. I'm not sure if that's the kind of answer you're looking for here, but that's what I thought of."
"WCLS04738","I find this similar to finding money on the ground and keeping it."
"WCLS04739","I find this similar to finding some money in the road when walking as a child with my brother. Although I found it , because he's my brother I gave him some of it so he could buy extra sweets."
"WCLS04740","I find this similar to gaining $4"
"WCLS04741","I find this similar to gambling and throwing my money away."
"WCLS04742","I find this similar to gambling at a casino"
"WCLS04743","I find this similar to getting a discount on the bakery at a grocery store. They tend to knock off a few dollars with a membership card."
"WCLS04744","I find this similar to getting a discount or negotiating down a price with a local mechanic for work done on a car from $12 to $8."
